"","...1","Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"713",713,"{2973351C-CF8C-4D66-AD25-5143409A141C}",495000,2009-07-23,"D",FALSE,"F","GERRARDS CROSS","CHILTERN","BUCKINGHAMSHIRE","A","A"
"714",714,"{252D7D69-16B3-44FC-8063-EB133BCAF2B1}",195000,2008-05-29,"S",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"715",715,"{3D3FDA7F-64EF-435C-B471-2B39DC2EE07F}",285000,2009-01-02,"T",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"716",716,"{0F36DA95-624A-42CD-8FEA-8A5F53716DDC}",239950,2008-02-15,"T",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"717",717,"{86783645-3EDD-4D9F-B3D9-40B0E3C4428E}",360000,2009-11-20,"S",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"718",718,"{D1E1FB86-555E-47FF-A351-525FEF910D48}",152000,2008-11-14,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"719",719,"{9417ED4C-254C-4AD6-B0D7-2F7AD9297C54}",120000,2008-12-19,"F",TRUE,"L","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"720",720,"{E38D052A-EFEC-4834-BFD3-D831720E6844}",258000,2008-04-10,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"721",721,"{7A59710D-05B5-49B9-B5A5-271E1B7B9383}",250000,2008-03-14,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"722",722,"{1F3F7510-1A18-4FCD-8C4D-66D8F5128E9B}",206000,2009-08-28,"D",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"723",723,"{8DF61B80-3618-4DB9-B68F-DBEE929F6A3D}",215000,2008-12-03,"S",FALSE,"F","BICESTER","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"724",724,"{E2D722E8-348E-4CD5-B0BC-CDD1334E56C5}",298500,2008-10-23,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"725",725,"{B943A770-E5D9-4A96-82BB-50D3C04B1081}",157000,2009-05-22,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"726",726,"{4DFDF963-C81C-4F30-A1D6-0D4940B0AFF2}",168000,2009-07-17,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"727",727,"{BECCF2EC-98B6-466B-A4A2-746AF54D057B}",141000,2008-08-07,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"728",728,"{5B57390E-928E-4755-B122-6CCCBD0ED335}",429000,2008-06-26,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"729",729,"{6D8C1641-FA36-4D5B-80C3-EFBCF4560E3C}",395000,2009-11-12,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"730",730,"{078A63F5-F866-48DF-90EA-74D1BB9EC5F5}",245000,2008-06-13,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"731",731,"{DEEDDF78-7B02-4DAA-9C92-84DBE4F20421}",203000,2008-03-31,"T",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"732",732,"{523094CA-1C27-4B94-964D-377EB7C77A38}",232500,2008-03-07,"T",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"733",733,"{470B9454-89DD-4186-A627-4B78BD7B0D02}",189950,2009-06-22,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"734",734,"{B688C8C5-A3AC-4CA5-9914-EF722DD9231A}",270000,2009-11-12,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"735",735,"{08039CDD-DF44-46D6-BE66-88741A4764EE}",175000,2008-06-11,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"736",736,"{C9EA41B9-452E-4949-AEDA-AEFB3904DFB8}",190000,2009-07-24,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"737",737,"{BA997C40-202D-4F5B-A5B6-C6319DAE6045}",2e+05,2009-12-22,"T",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"738",738,"{85B9E875-F722-4E7F-857D-3C6266E0CA6F}",420000,2008-10-02,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"739",739,"{8F95B19C-C87A-4B2C-8385-92B29A94C6A8}",424000,2008-03-10,"D",FALSE,"F","GERRARDS CROSS","CHILTERN","BUCKINGHAMSHIRE","A","A"
"740",740,"{113B63A8-7F62-436A-AE4C-2989A8EE00F9}",333000,2008-05-30,"D",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"741",741,"{62F9F53D-2201-4420-B07A-76CA01E7B5C2}",218000,2008-10-27,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"742",742,"{583420F4-7965-48EA-85B0-94B2F3968276}",470000,2008-05-30,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"743",743,"{EACCE400-E737-4801-8961-864AE10146D6}",6e+05,2009-05-13,"D",FALSE,"F","MILTON KEYNES","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"744",744,"{74968655-96E8-4F77-AA83-F36EE909DDF5}",210000,2008-05-30,"S",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"745",745,"{FB73D27C-39EF-4A51-B648-BE2DD3BDAB72}",130000,2009-07-29,"T",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"746",746,"{1C25B795-2546-4DE3-BF06-8F2CE8D58FF5}",230000,2009-09-21,"T",TRUE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"747",747,"{BDC8C9E6-B6D9-4054-9513-3914D71E59E4}",155000,2009-01-06,"S",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"748",748,"{BB526C77-446E-414E-B664-B20794E4B10D}",175000,2008-09-26,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"749",749,"{55146CDC-1DD4-4462-9E6A-30F84F23B1CB}",287500,2009-10-05,"S",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"750",750,"{91CC8DEE-5055-43AF-8520-EBB225597C3F}",340000,2008-09-12,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"751",751,"{95F5F63E-74DF-480C-9BEB-1E3FF8406F66}",5e+05,2008-12-17,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"752",752,"{C17A2374-086E-46C2-B530-FBB3E2921811}",3e+05,2009-02-12,"D",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"753",753,"{003A95F9-3100-47BB-AC9C-9C1A1108DE88}",195000,2008-02-06,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"754",754,"{1B863B73-70E7-4CE0-A54E-BEF62FE1581F}",340000,2009-06-05,"D",TRUE,"F","LEWES","WEALDEN","EAST SUSSEX","A","A"
"755",755,"{8B8CF1E5-417D-4742-A7A8-FDD631D432FD}",155000,2008-03-20,"S",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"756",756,"{2BF3586B-9905-45B8-80E1-230CFBDA26A0}",243500,2008-08-15,"T",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"757",757,"{D866467B-4D05-45CD-BE8B-E7ECE62D8376}",215000,2009-04-17,"S",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"758",758,"{7FE0F0EF-D124-4315-B576-67C959CB94FB}",645000,2009-09-21,"D",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"759",759,"{34AE6D0C-4401-48B6-A832-F02127BAE301}",145000,2008-10-03,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"760",760,"{86968BF4-EB62-42F2-8F4B-8D7EB6F8E9E2}",260000,2009-06-30,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"761",761,"{7FEA9D36-9644-4696-8826-7F4DDDFF6078}",238000,2009-09-18,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"762",762,"{8B503A27-C47C-43CA-B344-7A07DC853699}",575000,2008-12-05,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"763",763,"{BA4C7858-1A1B-448B-8516-DA728D6AB7A8}",240000,2009-10-09,"D",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"764",764,"{8987F5B8-9B44-4C3A-92D5-64FADFED6B6D}",710000,2009-09-24,"D",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
